Date,EUR,GBP,JPY
15aug2006,.7853,.529,116.457
16aug2006,.7847,.5289,116.408
17aug2006,.7809,.5279,116.003
18aug2006,.778,.5278000000000001,115.642
19aug2006,.7799,.531,115.908
20aug2006,.78,.5317,115.844
21aug2006,.7801,.5317,115.838
22aug2006,.7765,.5291,115.735
23aug2006,.7785,.5289,116.26
24aug2006,.7811,.529,116.389
25aug2006,.782,.5287,116.412
26aug2006,.7835,.5299,116.986
27aug2006,.7845,.5301,117.339
28aug2006,.7844,.5301,117.336
29aug2006,.782,.5284,117.155
30aug2006,.7811,.5272,116.895
31aug2006,.7795,.5261,116.937
01sep2006,.7794,.525,117.242
02sep2006,.7806,.5254,117.289
03sep2006,.7794,.525,117.14
04sep2006,.7794,.525,117.141
05sep2006,.7778000000000001,.5247000000000001,116.423
06sep2006,.7793,.5263,115.923
07sep2006,.7808000000000001,.5293,116.424
08sep2006,.7824,.5317,116.545
09sep2006,.787,.5345,116.511
10sep2006,.7894,.5363,116.989
11sep2006,.7893,.5363,116.986
12sep2006,.7882,.5362,117.175
13sep2006,.7871,.5347,117.68
14sep2006,.7882,.5336,117.749
15sep2006,.7871,.5315,117.553
16sep2006,.7877999999999999,.5311,117.638
17sep2006,.79,.5318000000000001,117.61
18sep2006,.7901,.5318000000000001,117.553
19sep2006,.7898,.5323,117.934
20sep2006,.7879,.5315,117.738
21sep2006,.7886,.5307,117.367
22sep2006,.7858000000000001,.528,117.011
23sep2006,.7814,.5257,116.382
24sep2006,.7825,.5264,116.603
25sep2006,.7826,.5264,116.604
26sep2006,.7826,.5258000000000001,116.484
27sep2006,.786,.5269,116.631
28sep2006,.7877999999999999,.5287,117.234
29sep2006,.7868000000000001,.5313,117.629
30sep2006,.7883,.5341,117.934
01oct2006,.7893,.5342,118.224
02oct2006,.7892,.5342,118.223
03oct2006,.7876,.5331,118.076
04oct2006,.785,.5299,117.726
05oct2006,.787,.5307,118.043
06oct2006,.7873,.5311,117.691
07oct2006,.7901,.5332,118.242
08oct2006,.7936,.5345,119.03
09oct2006,.7939000000000001,.5347,119.064
10oct2006,.7938,.5353,119.091
11oct2006,.7956,.5372,119.367
12oct2006,.7975,.5391,119.618
13oct2006,.7978,.5387,119.576
14oct2006,.7972,.5379,119.446
15oct2006,.7995,.5389000000000001,119.669
16oct2006,.7995,.5389000000000001,119.67
17oct2006,.7994,.5383,119.457
18oct2006,.7976,.5361,118.906
19oct2006,.7977,.5348000000000001,118.763
20oct2006,.796,.5346,118.662
21oct2006,.7922,.5319,118.407
22oct2006,.7928,.5311,118.778
23oct2006,.7929000000000001,.5311,118.782
24oct2006,.7948,.5327,119.021
25oct2006,.797,.5342,119.408
26oct2006,.7953,.5333,119.207
27oct2006,.7907,.531,118.769
28oct2006,.7872,.5285,118.227
29oct2006,.7852,.527,117.654
30oct2006,.7852,.527,117.649
31oct2006,.786,.5266,117.452
01nov2006,.7862,.5259,117.492
02nov2006,.7836,.5241,116.969
03nov2006,.7837,.5242,117.132
04nov2006,.784,.5247000000000001,117.398
05nov2006,.7867,.5261,118.061
06nov2006,.7867,.5261,118.062
07nov2006,.7869,.5266,118.206
08nov2006,.7837,.5253,117.87
09nov2006,.7827,.5247000000000001,117.678
10nov2006,.7825,.5251,117.961
11nov2006,.7779,.5234,117.565
12nov2006,.7791,.5235,117.676
13nov2006,.779,.5234,117.674
14nov2006,.7787,.524,117.672
15nov2006,.78,.5262,117.743
16nov2006,.7807,.5286,117.864
17nov2006,.7803,.5295,118.036
18nov2006,.7817,.5295,118.17
19nov2006,.7799,.5279,117.803
20nov2006,.7799,.5278000000000001,117.805
21nov2006,.7795,.5276,118.002
22nov2006,.7801,.5269,118.053
23nov2006,.7765,.5248,117.357
24nov2006,.7725,.5223,116.485
25nov2006,.7683,.5199,116.072
26nov2006,.7641,.5177000000000001,115.934
27nov2006,.7639,.5175,115.936
28nov2006,.7616000000000001,.516,115.928
29nov2006,.7608,.5149,116.133
30nov2006,.759,.5127,116.068
01dec2006,.7582,.5118,116.142
02dec2006,.7539,.5076000000000001,115.769
03dec2006,.75,.5049,115.487
04dec2006,.75,.5049,115.481
05dec2006,.7507,.5055,115.514
06dec2006,.7504999999999999,.5059,115.076
07dec2006,.7516000000000001,.5076000000000001,114.93
08dec2006,.7522,.5086000000000001,115.097
09dec2006,.7531,.5098,115.474
10dec2006,.7577,.5117,116.344
11dec2006,.7577,.5117,116.371
12dec2006,.7582,.5123,116.768
13dec2006,.755,.5097,116.921
14dec2006,.7542,.5078,117.08
15dec2006,.7576000000000001,.5089,117.563
16dec2006,.7616000000000001,.5105,117.947
17dec2006,.7648,.5124,118.219
18dec2006,.7648,.5124,118.22
19dec2006,.7641,.5124,118.027
20dec2006,.7614,.5113,118.054
21dec2006,.757,.5076000000000001,118.173
22dec2006,.7587,.5091,118.362
23dec2006,.7588,.5096000000000001,118.471
24dec2006,.762,.5108,118.905
25dec2006,.762,.5108,118.912
26dec2006,.7617,.5104,118.87
27dec2006,.7618,.5107,118.96
28dec2006,.7615,.5109,118.801
29dec2006,.7612,.5105,118.807
30dec2006,.7596000000000001,.5098,118.978
31dec2006,.758,.5107,119.111
01jan2007,.758,.5107,119.116
02jan2007,.758,.5107,119.116
03jan2007,.7547,.5082,118.815
04jan2007,.7549,.5087,119.081
05jan2007,.7613,.5134,119.337
06jan2007,.7655,.5161,118.573
07jan2007,.7693,.5185,118.678
08jan2007,.7694,.5185,118.68
09jan2007,.7688,.5176,118.519
10jan2007,.7678,.5152,119.059
11jan2007,.7708,.5163,119.385
12jan2007,.7727000000000001,.5161,120.03
13jan2007,.7749,.5131,120.48
14jan2007,.7741,.5106000000000001,120.376
15jan2007,.7741,.5106000000000001,120.377
16jan2007,.7732,.5097,120.387
17jan2007,.7727000000000001,.5091,120.489
18jan2007,.7737000000000001,.509,120.677
19jan2007,.7724,.5072,121.037
20jan2007,.7712,.5066000000000001,121.287
21jan2007,.772,.5068,121.244
22jan2007,.7721,.5068,121.285
23jan2007,.7717000000000001,.5064,121.483
24jan2007,.7704,.5047,121.564
25jan2007,.769,.5062,121.378
26jan2007,.7711,.5081,120.79
27jan2007,.774,.5096000000000001,121.448
28jan2007,.7745,.5105,121.62
29jan2007,.7745,.5105,121.619
30jan2007,.774,.5106000000000001,121.817
31jan2007,.7716,.5095,121.773
01feb2007,.7713,.5104,121.434
02feb2007,.7678,.5087,120.636
03feb2007,.7688,.5083,120.896
04feb2007,.7718,.5087,121.183
05feb2007,.7718,.5088,121.19
06feb2007,.7728,.5097,120.746
07feb2007,.7729,.5092,120.288
08feb2007,.7698,.5076000000000001,120.429
09feb2007,.7685,.5087,121.004
10feb2007,.7681,.5119,121.396
11feb2007,.769,.5131,121.806
12feb2007,.769,.5132,121.826
13feb2007,.7698,.5129,121.899
14feb2007,.7699,.5138,121.48
15feb2007,.7651,.5123,121.099
16feb2007,.7613,.5102,120.092
17feb2007,.7616000000000001,.5125999999999999,119.353
18feb2007,.7614,.513,119.469
19feb2007,.7614,.513,119.478
20feb2007,.7607,.5125999999999999,119.526
21feb2007,.7602,.5122,119.909
22feb2007,.7611,.5118,120.512
23feb2007,.7622,.5121,121.172
24feb2007,.7615,.5106000000000001,121.384
25feb2007,.7598,.5095,121.124
26feb2007,.7598,.5095,121.13
27feb2007,.7592,.5094,120.815
28feb2007,.7573,.5092,119.781
01mar2007,.7566000000000001,.51,118.367
02mar2007,.7567,.5098,118.121
03mar2007,.7591,.5123,117.384
04mar2007,.7582,.5145,116.815
05mar2007,.7585,.5141,116.793
06mar2007,.7613,.5187000000000001,115.855
07mar2007,.7631,.5194,116.27
08mar2007,.7615,.518,116.476
09mar2007,.76,.5179,116.667
10mar2007,.7613,.518,117.553
11mar2007,.7627,.5177000000000001,118.384
12mar2007,.7627,.5176,118.395
13mar2007,.7608,.5171,118.043
14mar2007,.7583,.5178,117.217
15mar2007,.7575,.5185,116.279
16mar2007,.7562,.5167000000000001,117.307
17mar2007,.752,.5151,116.965
18mar2007,.7512,.5149,116.759
19mar2007,.7512,.5149,116.735
20mar2007,.7517,.5147000000000001,117.19
21mar2007,.752,.5125999999999999,117.596
22mar2007,.7511,.5099,117.519
23mar2007,.748,.5083,117.664
24mar2007,.7509,.5092,117.958
25mar2007,.7531,.51,118.169
26mar2007,.7531,.51,118.167
27mar2007,.7527,.5095,118.056
28mar2007,.7498,.5084,118.118
29mar2007,.7493,.5091,117.306
30mar2007,.7504,.5094,117.379
31mar2007,.75,.5096000000000001,117.926
01apr2007,.7491,.5083,117.875
02apr2007,.7491,.5083,117.867
03apr2007,.7485000000000001,.507,117.757
04apr2007,.7484,.5058,118.336
05apr2007,.7492,.5065,118.834
06apr2007,.7471,.5067,118.705
07apr2007,.7459,.5079,118.949
08apr2007,.7477,.5089,119.31
09apr2007,.7477,.5089,119.309
10apr2007,.7483,.5094,119.322
11apr2007,.7458,.5079,119.12
12apr2007,.7448,.5062,119.222
13apr2007,.743,.506,119.269
14apr2007,.7399,.5042,118.871
15apr2007,.7395000000000001,.5036000000000001,119.304
16apr2007,.7395000000000001,.5036000000000001,119.32
17apr2007,.7378,.5028,119.509
18apr2007,.7382,.5009,119.39
19apr2007,.7362,.4982,118.636
20apr2007,.7355,.4991,118.179
21apr2007,.7348,.4992,118.665
22apr2007,.7361,.4996,118.725
23apr2007,.7361,.4996,118.725
24apr2007,.7365,.4996,118.653
25apr2007,.7362,.5002,118.585
26apr2007,.7331,.4992,118.553
27apr2007,.7339,.5004,119.034
28apr2007,.7344000000000001,.5015,119.516
29apr2007,.7327,.5007,119.675
30apr2007,.7327,.5007,119.67
01may2007,.7336,.5011,119.509
02may2007,.7333,.4998,119.57
03may2007,.7359,.5016000000000001,119.995
04may2007,.7359,.5025,120.223
05may2007,.7372,.5029,120.295
06may2007,.736,.5021,120.241
07may2007,.736,.5021,120.239
08may2007,.735,.5013,119.992
09may2007,.7365,.5018,119.909
10may2007,.7384,.502,119.886
11may2007,.7395000000000001,.5028,120.195
12may2007,.7413,.5051,119.915
13may2007,.7397,.5048,120.244
14may2007,.7396,.5048,120.247
15may2007,.7385000000000001,.5046000000000001,120.287
16may2007,.7378,.505,120.363
17may2007,.7366,.5042,120.445
18may2007,.74,.506,121.007
19may2007,.7411,.5066000000000001,121.211
20may2007,.7406,.5065,121.174
21may2007,.7405000000000001,.5065,121.169
22may2007,.7414,.5071,121.36
23may2007,.7431,.507,121.485
24may2007,.7431,.5053,121.641
25may2007,.7438,.5035,121.493
26may2007,.7443,.5038,121.435
27may2007,.7443,.5042,121.839
28may2007,.7443,.5042,121.84
29may2007,.7434,.5042,121.703
30may2007,.7429,.5041,121.56
31may2007,.7442,.5056000000000001,121.587
01jun2007,.744,.5059,121.655
02jun2007,.7439,.5052,121.917
03jun2007,.7437,.5045,122.155
04jun2007,.7437,.5045,122.155
05jun2007,.7429,.5036000000000001,121.94
06jun2007,.7403,.5019,121.644
07jun2007,.7399,.5017,121.254
08jun2007,.7418,.5031,121.194
09jun2007,.7468,.5072,121.351
10jun2007,.748,.5077,121.775
11jun2007,.748,.5077,121.775
12jun2007,.749,.5083,121.718
13jun2007,.7494,.507,121.737
14jun2007,.7522,.507,122.127
15jun2007,.7515,.5075,122.856
16jun2007,.7502,.5072,123.249
17jun2007,.7472,.5062,123.495
18jun2007,.7472,.5062,123.495
19jun2007,.7462,.5047,123.66
20jun2007,.7455000000000001,.5037,123.562
21jun2007,.7449,.5024,123.451
22jun2007,.7467,.502,123.633
23jun2007,.7458,.5015,123.962
24jun2007,.7427,.5003,123.93
25jun2007,.7427,.5003,123.933
26jun2007,.743,.5003,123.753
27jun2007,.7429,.5004,123.348
28jun2007,.744,.5008,122.739
29jun2007,.743,.4998,123.005
30jun2007,.7422,.4991,123.318
01jul2007,.7388,.498,123.221
02jul2007,.7388,.498,123.218
03jul2007,.7369,.4973,122.771
04jul2007,.7345,.4959,122.4
05jul2007,.7345,.4958,122.49
06jul2007,.7345,.4963,122.716
07jul2007,.7352,.4974,123.161
08jul2007,.7341,.4974,123.396
09jul2007,.7341,.4974,123.397
10jul2007,.734,.4968,123.466
11jul2007,.7324000000000001,.4956,122.97
12jul2007,.7272,.4928,121.724
13jul2007,.7264000000000001,.4922,122.301
14jul2007,.7255,.4923,122.335
15jul2007,.7258,.4917,121.987
16jul2007,.7258,.4917,121.986
17jul2007,.7256,.4912,121.897
18jul2007,.7257,.49,122.037
19jul2007,.7247,.4877,121.956
20jul2007,.7243000000000001,.4876,121.986
21jul2007,.7244,.4875,121.957
22jul2007,.7235,.4865,121.323
23jul2007,.7235,.4864,121.329
24jul2007,.7235,.4861,121.258
25jul2007,.7235,.4849,120.751
26jul2007,.7262,.4864,120.242
27jul2007,.7288,.4878,120.025
28jul2007,.7301,.4906,118.839
29jul2007,.7337,.4941,118.664
30jul2007,.7337,.4941,118.66
31jul2007,.7324000000000001,.4941,118.525
01aug2007,.7297,.4924,119.08
02aug2007,.7317,.4932,118.385
03aug2007,.7315,.4922,118.912
04aug2007,.7288,.4908,119
05aug2007,.7263,.4901,118.104
06aug2007,.7263,.4902,118.093
07aug2007,.7242,.491,117.814
08aug2007,.7252999999999999,.4932,118.687
09aug2007,.7264000000000001,.4933,119.195
10aug2007,.727,.4921,119.138
11aug2007,.7312,.4948,118.033
12aug2007,.7305,.4944,118.447
13aug2007,.7305,.4944,118.442
14aug2007,.7318,.4956,118.264
15aug2007,.7358,.4986,118.083
16aug2007,.7409,.502,117.18
17aug2007,.7454,.5041,115.261
18aug2007,.7437,.505,113.577
19aug2007,.7424,.5049,114.393
20aug2007,.7424,.5049,114.398
21aug2007,.7415000000000001,.5042,114.704
22aug2007,.7419,.5041,114.649
23aug2007,.7414,.5037,114.726
24aug2007,.7377,.5002,116.006
25aug2007,.7355,.4985,116.089
26aug2007,.7315,.4966,116.483
27aug2007,.7315,.4966,116.484
28aug2007,.732,.4962,116.26
29aug2007,.7332,.498,115.364
30aug2007,.7346,.4983,114.657
31aug2007,.7328,.4966,115.732
01sep2007,.7323,.4961,116.098
02sep2007,.734,.4959,115.824
03sep2007,.734,.4959,115.825
04sep2007,.7336,.4957,115.895
05sep2007,.7351,.4962,115.875
06sep2007,.7346,.4966,115.793
07sep2007,.7321,.4948,115.278
08sep2007,.7294000000000001,.4943,114.739
09sep2007,.7266,.493,113.434
10sep2007,.7266,.4931,113.419
11sep2007,.7254,.4929,113.314
12sep2007,.7242,.493,113.775
13sep2007,.7213000000000001,.4922,114.133
14sep2007,.7197,.4931,114.665
15sep2007,.7209,.4961,115.011
16sep2007,.721,.4983,115.411
17sep2007,.721,.4983,115.41
18sep2007,.721,.4996,115.133
19sep2007,.7209,.5013,115.272
20sep2007,.7159,.4983,115.971
21sep2007,.7133000000000001,.4987,115.404
22sep2007,.7105,.4966,115.163
23sep2007,.7099,.4951,115.551
24sep2007,.7099,.4951,115.55
25sep2007,.7093,.4942,115.075
26sep2007,.7093,.4961,114.638
27sep2007,.7076,.496,115.115
28sep2007,.707,.4949,115.549
29sep2007,.7049,.4925,115.216
30sep2007,.7012000000000001,.4886,114.913
01oct2007,.7011,.4886,114.909
02oct2007,.7019,.4892,115.361
03oct2007,.7046,.4899,115.681
04oct2007,.7063,.4904,116.108
05oct2007,.7089,.4917,116.598
06oct2007,.7077,.4905,116.611
07oct2007,.7077,.4898,117.034
08oct2007,.7077,.4898,117.029
09oct2007,.7091,.4905,117.263
10oct2007,.7118,.4919,117.214
11oct2007,.7079,.49,117.25
12oct2007,.7053,.4907,117.368
13oct2007,.705,.4923,117.4
14oct2007,.7055,.4912,117.652
15oct2007,.7055,.4913,117.653
16oct2007,.7045,.4908,117.58
17oct2007,.7051,.4909,117.033
18oct2007,.7051,.4917,116.693
19oct2007,.7017,.4895,116.149
20oct2007,.7,.4886,115.233
21oct2007,.6995,.4875,114.565
22oct2007,.6994,.4875,114.53
23oct2007,.7014,.4897,113.99
24oct2007,.7036,.4901,114.574
25oct2007,.7021,.4881,114.441
26oct2007,.7002,.4881,114.136
27oct2007,.6967,.4873,114.254
28oct2007,.695,.4874,114.229
29oct2007,.695,.4874,114.229
30oct2007,.6939,.4861,114.399
31oct2007,.694,.4847,114.665
01nov2007,.6922,.4827,114.971
02nov2007,.6919,.4808,115.306
03nov2007,.6914,.4803,114.717
04nov2007,.6894,.4787,114.717
05nov2007,.6891000000000001,.4787,114.76
06nov2007,.6904,.4798,114.518
07nov2007,.689,.4798,114.573
08nov2007,.6834,.4771,113.835
09nov2007,.6823,.4754,112.762
10nov2007,.6807,.4751,111.948
11nov2007,.6815,.4785,110.748
12nov2007,.6815,.4785,110.723
13nov2007,.6847,.4818,110.112
14nov2007,.6859,.4843,110.068
15nov2007,.6822,.4828,111.22
16nov2007,.6827,.4875,111.079
17nov2007,.6837,.4891,110.402
18nov2007,.6823,.4868,111.127
19nov2007,.6822,.4868,111.13
20nov2007,.6822,.4874,110.511
21nov2007,.6792,.4863,110.037
22nov2007,.6746,.4848,109.102
23nov2007,.6735,.4846,108.668
24nov2007,.6731,.4847,108.118
25nov2007,.6742,.4849,108.334
26nov2007,.6744,.4849,108.328
27nov2007,.6739000000000001,.4841,108.433
28nov2007,.6731,.4831,108.047
29nov2007,.6761,.4838,109.185
30nov2007,.6761,.483,109.979
01dec2007,.6785,.4849,110.427
02dec2007,.6818,.4864,111.26
03dec2007,.6836,.4864,111.302
04dec2007,.6823,.4855,110.621
05dec2007,.6805,.4849,110.112
06dec2007,.6793,.4889,110.29
07dec2007,.6849,.4933,110.987
08dec2007,.6833,.4932,111.447
09dec2007,.6825,.4926,111.729
10dec2007,.6825,.4926,111.724
11dec2007,.6816,.4908,111.646
12dec2007,.6799,.4888,111.784
13dec2007,.6813,.49,111.303
14dec2007,.6809,.4895,111.984
15dec2007,.6868,.4918,112.699
16dec2007,.6933,.4957,113.329
17dec2007,.6933,.4957,113.326
18dec2007,.6945,.4959,113.236
19dec2007,.6944,.4956,113.19
20dec2007,.6946,.4978,113.231
21dec2007,.6964,.5021,113.185
22dec2007,.6965,.5037,113.385
23dec2007,.6956,.5043,114.095
24dec2007,.6956,.5043,114.088
25dec2007,.695,.5048,114.207
26dec2007,.6948,.506,114.225
27dec2007,.6928,.5049,114.185
28dec2007,.6887,.503,114.209
29dec2007,.6824,.5011,113.278
30dec2007,.6794,.501,112.364
31dec2007,.6794,.5009,112.35
01jan2008,.6803,.5009,112.05
02jan2008,.6855,.5039,111.719
03jan2008,.6824,.5041,111.269
04jan2008,.6791,.5055,109.396
05jan2008,.6783,.5067,109.074
06jan2008,.6785,.5067,108.652
07jan2008,.6785,.5067,108.656
08jan2008,.6797,.5073,109.01
09jan2008,.6800000000000001,.5068,109.365
10jan2008,.6803,.5084,109.283
11jan2008,.6805,.5107,109.722
12jan2008,.6760000000000001,.5106000000000001,109.177
13jan2008,.6770000000000001,.5111,108.907
14jan2008,.6770000000000001,.5111,108.902
15jan2008,.6736,.5103,108.326
16jan2008,.6726,.5099,107.639
17jan2008,.6764,.5099,106.599
18jan2008,.6821,.5085,107.26
19jan2008,.6831,.5091,106.986
20jan2008,.6842,.5115,106.906
21jan2008,.6842,.5115,106.917
22jan2008,.6887,.5128,106.406
23jan2008,.6903,.5135,106.269
24jan2008,.6848,.5112,106.166
25jan2008,.6824,.5103,106.541
26jan2008,.6788,.5054,107.334
27jan2008,.6814,.5044,106.78
28jan2008,.6814,.5044,106.769
29jan2008,.6797,.5047,106.636
30jan2008,.6769,.5035,106.836
31jan2008,.6765,.5026000000000001,106.982
01feb2008,.6733,.503,106.399
02feb2008,.6729000000000001,.5039,106.389
03feb2008,.6758,.509,106.605
04feb2008,.6758,.509,106.601
05feb2008,.675,.5074,106.798
06feb2008,.6780000000000001,.5077,106.962
07feb2008,.6833,.5097,106.593
08feb2008,.6856,.5119,106.57
09feb2008,.6903,.5141,107.427
10feb2008,.6896,.514,107.38
11feb2008,.6896,.514,107.368
12feb2008,.6882,.5136,107.038
13feb2008,.6879,.512,107.081
14feb2008,.6862,.5102,107.539
15feb2008,.6852,.5085,108.203
16feb2008,.6823,.5087,107.859
17feb2008,.6813,.51,107.864
18feb2008,.6813,.5101,107.89
19feb2008,.6822,.5116000000000001,108.011
20feb2008,.6802,.5127,107.866
21feb2008,.6802,.514,107.898
22feb2008,.6784,.5128,107.989
23feb2008,.6748,.5088,107.227
24feb2008,.6747,.5085,107.223
25feb2008,.6747,.5085,107.245
26feb2008,.6748,.5085,107.596
27feb2008,.6733,.5076000000000001,107.88
28feb2008,.665,.5031,106.798
29feb2008,.6611,.504,106.183
01mar2008,.6583,.5033,104.57
02mar2008,.659,.5029,103.79
03mar2008,.659,.5029,103.781
04mar2008,.6581,.5038,103.204
05mar2008,.6578000000000001,.5037,103.217
06mar2008,.6574,.504,103.592
07mar2008,.6532,.5008,103.564
08mar2008,.6502,.4969,102.524
09mar2008,.6514,.4967,102.731
10mar2008,.6514,.4967,102.721
11mar2008,.6507,.4959,102.173
12mar2008,.651,.4979,102.256
13mar2008,.6489,.4965,102.847
14mar2008,.6424,.4924,100.769
15mar2008,.6406,.4926,100.371
16mar2008,.6382,.4953,99.1414
17mar2008,.6382,.4953,99.1211
18mar2008,.6341,.4973,97.3
19mar2008,.6344,.498,97.6909
20mar2008,.6378,.4996,99.3006
21mar2008,.6439,.5046000000000001,99.16330000000001
22mar2008,.6478,.5041,99.467
23mar2008,.6481,.5048,99.6254
24mar2008,.6481,.5048,99.6221
25mar2008,.6494,.5048,100.038
26mar2008,.6438,.5019,100.407
27mar2008,.6377,.4993,99.6756
28mar2008,.6329,.4978,99.3396
29mar2008,.6336000000000001,.5,99.72020000000001
30mar2008,.6333,.5015,99.2911
31mar2008,.6333,.5015,99.2914
01apr2008,.633,.5026000000000001,99.5737
02apr2008,.6371,.505,100.466
03apr2008,.6403,.5049,102.077
04apr2008,.6396,.5032,102.509
05apr2008,.6364,.501,102.08
06apr2008,.6356000000000001,.5018,101.527
07apr2008,.6356000000000001,.5018,101.524
08apr2008,.6368,.5031,102.48
09apr2008,.6357,.5053,102.352
10apr2008,.6354,.5077,102.358
11apr2008,.632,.5059,101.194
12apr2008,.6332,.5069,101.561
13apr2008,.6328,.508,101.059
14apr2008,.6331,.508,101.093
15apr2008,.6342,.5065,100.995
16apr2008,.6321,.5078,101.233
17apr2008,.6302,.508,101.573
18apr2008,.6278,.5057,102.116
19apr2008,.6308,.5018,103.113
20apr2008,.6324,.5006,103.734
21apr2008,.6324,.5006,103.736
22apr2008,.6307,.5023,103.626
23apr2008,.6277,.5036000000000001,103.118
24apr2008,.6269,.5027,103.156
25apr2008,.6335,.5061,103.783
26apr2008,.6392,.5056000000000001,104.351
27apr2008,.64,.5037,104.478
28apr2008,.6401,.5037,104.477
29apr2008,.6396,.5035,104.514
30apr2008,.6407000000000001,.5046000000000001,104.053
01may2008,.6423,.5072,104.176
02may2008,.6429,.5043,103.979
03may2008,.6472,.5057,104.846
04may2008,.6485,.5073,105.443
05may2008,.6486,.5073,105.444
06may2008,.6467000000000001,.507,105.24
07may2008,.6444,.507,104.73
08may2008,.6467000000000001,.5096000000000001,105.048
09may2008,.6509,.5117,104.27
10may2008,.6478,.5122,103.322
11may2008,.6461,.5119,102.911
12may2008,.6461,.5119,102.911
13may2008,.6468,.5118,103.486
14may2008,.6449,.5125999999999999,104.039
15may2008,.647,.5145,105.002
16may2008,.6461,.514,104.944
17may2008,.6452,.5129,104.513
18may2008,.6422,.5111,104.103
19may2008,.6422,.5111,104.105
20may2008,.6425,.5117,104.178
21may2008,.6414,.5106000000000001,104.001
22may2008,.6366000000000001,.5084,103.393
23may2008,.6346000000000001,.5061,103.374
24may2008,.635,.505,103.595
25may2008,.6346000000000001,.5053,103.435
26may2008,.6346000000000001,.5053,103.432
27may2008,.6343,.5049,103.377
28may2008,.6346000000000001,.5055,103.745
29may2008,.6379,.5058,104.409
30may2008,.6416,.506,105.104
31may2008,.6442,.5061,105.489
01jun2008,.6431,.5046000000000001,105.567
02jun2008,.6431,.5046000000000001,105.555
03jun2008,.6435,.5081,105.004
04jun2008,.644,.5089,104.622
05jun2008,.6473,.5106000000000001,105.026
06jun2008,.6469,.5122,105.727
07jun2008,.6386,.5096000000000001,105.75
08jun2008,.6356000000000001,.5078,104.95
09jun2008,.634,.5076000000000001,104.975
10jun2008,.6346000000000001,.5071,105.494
11jun2008,.643,.5094,106.811
12jun2008,.6452,.5109,107.302
13jun2008,.6467000000000001,.5119,107.478
14jun2008,.6506,.5139,108.088
15jun2008,.6504,.5137000000000001,108.256
16jun2008,.6503,.5136,108.24
17jun2008,.6481,.5112,108.245
18jun2008,.6451,.5103,108.053
19jun2008,.645,.5116000000000001,108.029
20jun2008,.6441,.5088,107.798
21jun2008,.6414,.5065,107.564
22jun2008,.6409,.5062,107.382
23jun2008,.6409,.5062,107.378
24jun2008,.6428,.5081,107.589
25jun2008,.6431,.5085,107.927
26jun2008,.6418,.5075,107.93
27jun2008,.6371,.5052,107.657
28jun2008,.6349,.5029,106.592
29jun2008,.6333,.5014,106.168
30jun2008,.6334,.5014,106.169
01jul2008,.6338,.5017,105.969
02jul2008,.6342,.5016000000000001,105.895
03jul2008,.632,.5019,106.127
04jul2008,.6318,.5031,106.272
05jul2008,.637,.5044,106.74
06jul2008,.6368,.5046000000000001,106.854
07jul2008,.6368,.5046000000000001,106.853
08jul2008,.6383,.5064,107.23
09jul2008,.6371,.5067,107.081
10jul2008,.6371,.5069,107.336
11jul2008,.6355,.5055,107.007
12jul2008,.632,.5048,106.796
13jul2008,.6277,.5029,106.326
14jul2008,.6276000000000001,.5029,106.321
15jul2008,.6291,.5031,106.459
16jul2008,.6274,.4996,105.415
17jul2008,.6293,.4994,104.526
18jul2008,.6311,.4999,105.442
19jul2008,.631,.5008,106.49
20jul2008,.6312,.5004,107.009
21jul2008,.6312,.5004,106.981
22jul2008,.6304,.5012,106.839
23jul2008,.6294,.5,106.641
24jul2008,.6348,.5012,107.573
25jul2008,.6378,.5023,107.741
26jul2008,.6368,.5025,107.422
27jul2008,.6368,.5022,107.89
28jul2008,.6368,.5022,107.887
29jul2008,.636,.5026000000000001,107.737
30jul2008,.637,.5027,107.694
31jul2008,.6418,.505,108.054
01aug2008,.6411,.5047,108.036
02aug2008,.6435,.5068,107.76
03aug2008,.6427000000000001,.5064,107.736
04aug2008,.6427000000000001,.5064,107.735
05aug2008,.6419,.5077,107.887
06aug2008,.6446,.5109,108.115
07aug2008,.6468,.5119,108.687
08aug2008,.6487000000000001,.5135,109.492
09aug2008,.6594,.5184,109.785
10aug2008,.6666,.5207000000000001,110.217
11aug2008,.6666,.5207000000000001,110.219
12aug2008,.6678,.5216,110.007
13aug2008,.6712,.5252,110
14aug2008,.6705,.5301,108.957
15aug2008,.6718,.5349,109.55
16aug2008,.6784,.5368000000000001,110.254
17aug2008,.6811,.5361,110.554
18aug2008,.6811,.5361,110.555
19aug2008,.6794,.5357,110.252
20aug2008,.6804,.537,109.907
21aug2008,.6781,.5369,109.908
22aug2008,.6756,.5355,109.034
23aug2008,.6735,.5359,109.222
24aug2008,.6763,.5396,110.06
25aug2008,.6762,.5398,110.115
26aug2008,.6777,.5409000000000001,109.853
27aug2008,.6815,.5427,109.613
28aug2008,.6802,.5432,109.365
29aug2008,.6780000000000001,.5452,109.33
30aug2008,.6796,.5472,108.996
31aug2008,.6817,.5493,108.862
01sep2008,.6817,.5494,108.849
02sep2008,.6832,.5541,108.237
03sep2008,.6877,.5593,108.491
04sep2008,.6912,.5628,108.631
05sep2008,.6914,.5631,108.07
06sep2008,.7009,.5675,106.698
07sep2008,.7012000000000001,.5664,107.778
08sep2008,.701,.5663,107.833
09sep2008,.7005,.5639,108.503
10sep2008,.7076,.5683,107.715
